time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852468,3.37,5.28,7.6,-0.125,0.0625,0.125,357,20.625,-35,0.07,0,10,31,62,38,1,4,116,82,103,0,0,43,137,104,1,0,38,0,14,left
1531852468,3.37,5.28,7.64,-0.1875,0,0.125,357,20.625,-35,0.07,0,10,29,63,41,2,4,132,85,109,4,3,38,145,96,1,0,31,5,3,left
1531852469,3.33,5.27,7.5,-0.1875,0.25,-0.1875,357,20.625,-35,0.07,0,16,19,54,31,1,7,145,77,123,6,0,30,137,92,3,0,30,5,5,left
1531852470,3.43,5.28,7.53,0.625,-2,0.25,357.0625,20.8125,-35.1875,0.07,0,10,30,61,41,1,5,134,87,108,5,2,39,154,106,5,0,29,5,3,left
1531852470,3.42,5.21,7.54,0.125,0.5,-0.1875,357.0625,20.875,-35.25,0.07,0,10,30,65,41,1,5,133,87,108,5,2,40,151,105,4,0,31,5,5,left
1531852471,3.49,5.27,7.71,0.8125,-0.6875,-0.125,357.125,20.8125,-35.1875,0.07,0,12,32,48,58,2,6,128,89,100,8,2,40,150,105,3,0,38,6,5,left
1531852472,3.36,5.25,7.5,0.25,-0.0625,0.0625,357.125,20.6875,-35.25,0.07,0,10,30,64,41,1,4,133,88,109,5,3,43,151,107,4,0,38,6,5,left
1531852472,3.39,5.25,7.68,0.25,0.125,-0.0625,357.125,20.4375,-35.0625,0.07,0,5,34,62,44,1,2,144,90,111,4,3,44,155,110,4,0,37,5,6,left
1531852473,3.38,5.28,7.64,-0.4375,0,0.125,357.125,20.4375,-35.0625,0.07,0,8,32,81,42,1,2,145,93,116,5,0,43,160,114,5,0,42,6,6,left
1531852474,3.4,5.31,7.55,0.3125,0.0625,-0.125,357.125,20.4375,-35.0625,0.07,0,10,32,60,42,2,3,134,89,111,5,3,45,155,111,4,0,40,6,5,left
1531852474,3.36,5.32,7.61,-0.0625,0.1875,-0.0625,357.125,20.4375,-35.0625,0.07,0,9,21,82,43,2,8,134,88,109,0,0,43,156,110,5,0,40,5,6,left
1531852480,3.38,5.28,7.63,-0.125,-0.0625,0.0625,357.125,20.4375,-35.0625,0.07,0,10,31,66,40,2,4,135,89,111,6,2,44,154,111,4,0,35,6,7,stomach
